tol,Ecut,c11,c12,c44,stress,dstress
1e-4,18.0,153.07990544170505,56.44260688044073,99.74090847099325,"[-2.1955044171600155e-7, -2.2459452661858581e-7, -2.2459452661858581e-7, -2.8428453650134292e-8, 0.0, 0.0]","[0.005203080241014007, 0.0019184452182901173, 0.0019184452182901168, 0.003390124579635559, 0.0, 0.0]"
