tol,Ecut,c11,c12,c44,stress,dstress
1.0e-10,29.0,32.606137045780955,5.509902647803274,4.975469069910733,"[9.954582677860458e-8, 9.954590067985799e-8, 9.954590067987154e-8, -1.407650529380625e-15, 0.0, 0.0]","[0.0011082600744308903, 0.00018727778485343606, 0.0001872777848534361, 0.0001691127567183355, 0.0, 0.0]"
