tol,Ecut,c11,c12,c44,stress,dstress
0.0001,41.0,1056.8490382909592,125.18527055888477,564.6085604733753,"[3.297625278007917e-7, 3.470402555748629e-7, 3.4704025557487643e-7, 3.9574474364631266e-8, 0.0, 0.0]","[0.0359215687584834, 0.00425496087047799, 0.0042549608704779895, 0.01919065494866731, 0.0, 0.0]"
