tol,h,Ecut,c11,c12,c44,stress1,stress2,dstress
1.0e-10,0.001,18.0,152.85420170989784,56.398710362044206,99.67043164812411,"[-5.20169550504557e-6, -1.9277920236864126e-6, -1.927792023686426e-6, -3.396034462561935e-6, 0.0, 2.117582368135751e-22]","[5.1891219491186514e-6, 1.9061143882191371e-6, 1.9061143882191507e-6, 3.3794237796588787e-6, 0.0, -1.0587911840678754e-22]","[0.005195408727082111, 0.001916953205952775, 0.0019169532059527883, 0.0033877291211104068, 0.0, -1.5881867761018131e-19]"
1.0e-10,1.0e-5,18.0,153.05010155854967,56.441762723080984,99.72647760951054,"[-5.202039129154697e-8, -1.9184356509998712e-8, -1.9184356510012265e-8, -3.389704202779789e-8, 6.776263578034403e-21, 2.8587361969832636e-21]","[5.202095326072429e-8, 1.918397400929307e-8, 1.9183974009299846e-8, 3.389563966464915e-8, 0.0, 4.235164736271502e-21]","[0.005202067227613562, 0.001918416525964589, 0.0019184165259656053, 0.0033896340846223515, -3.388131789017201e-16, 6.88214269644119e-17]"
1.0e-10,1.0e-7,18.0,153.05980730565497,56.45188757373535,99.76085183045467,"[-5.192442447231109e-10, -1.9088187967237916e-10, -1.9088187967237916e-10, -3.3918413265730495e-10, -6.776263578034403e-21, -1.6940658945086007e-21]","[5.212351791275109e-10, 1.9287025285647267e-10, 1.928702528700252e-10, 3.389763554721201e-10, 0.0, 1.5881867761018131e-21]","[0.005202397119253109, 0.0019187606626442592, 0.0019187606627120218, 0.0033908024406471256, 3.3881317890172014e-14, 1.641126335305207e-14]"
